ITEM_CODE|ITEM_NAME|MANU_CODE|MANU_NAME|SALE_QTY|BON_QTY|DIS_PERC|DIS_AMT|SPR_PTR|STAX_PERC|SRET_QTY|PACK_SIZE|OP_BAL|CL_BAL|ACODE|FROM_DATE|TO_DATE
8781|CITROSODA SACH|ABB|ABBOTT INDIA (CONSUMER CARE)|64|0|0|4.47|14.91|12|0|4GM|160|96|AIOCD0032|2021-03-01 00:00:00 +0000 UTC|2021-03-31 00:00:00 +0000 UTC
